date,adj_close
2025-08-25,346.6000061035156
2025-08-26,351.6700134277344
2025-08-27,349.6000061035156
2025-08-28,345.9800109863281
2025-08-29,333.8699951171875
2025-09-02,329.3599853515625
2025-09-03,334.0899963378906
2025-09-04,338.5299987792969
2025-09-05,350.8399963378906
2025-09-08,346.3999938964844
2025-09-09,346.9700012207031
2025-09-10,347.7900085449219
2025-09-11,368.80999755859375
2025-09-12,395.94000244140625
2025-09-15,410.0400085449219
2025-09-16,421.6199951171875
2025-09-17,425.8599853515625
2025-09-18,416.8500061035156
2025-09-19,426.07000732421875
2025-09-22,434.2099914550781
2025-09-23,425.8500061035156
2025-09-24,442.7900085449219
2025-09-25,423.3900146484375
2025-09-26,440.3999938964844
2025-09-29,443.2099914550781
2025-09-30,444.7200012207031
2025-10-01,459.4599914550781
2025-10-02,436.0
2025-10-03,429.8299865722656
2025-10-06,453.25
2025-10-07,433.0899963378906
2025-10-08,438.69000244140625
2025-10-09,435.5400085449219
2025-10-10,413.489990234375
2025-10-13,435.8999938964844
2025-10-14,429.239990234375
2025-10-15,435.1499938964844
2025-10-16,428.75
2025-10-17,439.30999755859375
2025-10-20,447.42999267578125
2025-10-21,442.6000061035156
2025-10-22,438.9700012207031
2025-10-23,448.9800109863281
2025-10-24,433.7200012207031
2025-10-27,452.4200134277344
2025-10-28,460.54998779296875
2025-10-29,461.510009765625
2025-10-30,440.1000061035156
2025-10-31,456.55999755859375
2025-11-03,468.3699951171875
2025-11-04,444.260009765625
2025-11-05,462.07000732421875
2025-11-06,445.9100036621094
2025-11-07,429.5199890136719
2025-11-10,445.2300109863281
2025-11-11,439.6199951171875
2025-11-12,430.6000061035156
2025-11-13,401.989990234375
2025-11-14,404.3500061035156
2025-11-17,408.9200134277344
2025-11-18,401.25
2025-11-19,403.989990234375
2025-11-20,395.2300109863281
2025-11-21,391.0899963378906
2025-11-24,417.7799987792969
2025-11-25,419.3999938964844
2025-11-26,426.5799865722656
2025-11-28,430.1700134277344
2025-12-01,430.1400146484375
2025-12-02,429.239990234375
2025-12-03,446.739990234375
2025-12-04,454.5299987792969
2025-12-05,455.0
2025-12-08,439.5799865722656
2025-12-09,445.1700134277344
2025-12-10,451.45001220703125
2025-12-11,446.8900146484375
2025-12-12,458.9599914550781
2025-12-15,475.30999755859375
2025-12-16,489.8800048828125
2025-12-17,467.260009765625
2025-12-18,483.3699951171875
2025-12-19,481.20001220703125
2025-12-22,488.7300109863281
2025-12-23,485.55999755859375
2025-12-24,485.3999938964844
2025-12-26,475.19000244140625
2025-12-29,459.6400146484375
2025-12-30,454.42999267578125
2025-12-31,449.7200012207031
2026-01-02,438.07000732421875
2026-01-05,451.6700134277344
2026-01-06,432.9599914550781
2026-01-07,431.4100036621094
2026-01-08,435.79998779296875
2026-01-09,445.010009765625
2026-01-12,448.9599914550781
2026-01-13,447.20001220703125
2026-01-14,439.20001220703125
2026-01-15,438.57000732421875
2026-01-16,437.5
2026-01-20,419.25
2026-01-21,431.44000244140625
2026-01-22,449.3599853515625
2026-01-23,449.05999755859375
2026-01-26,435.20001220703125
2026-01-27,430.8999938964844
2026-01-28,431.4599914550781
2026-01-29,416.55999755859375
2026-01-30,430.4100036621094
2026-02-02,421.80999755859375
2026-02-03,421.9599914550781
2026-02-04,406.010009765625
2026-02-05,397.2099914550781
2026-02-06,411.1099853515625
2026-02-09,417.32000732421875
2026-02-10,425.2099914550781
2026-02-11,428.2699890136719
2026-02-12,417.07000732421875
2026-02-13,417.44000244140625
2026-02-17,410.6300048828125
2026-02-18,411.32000732421875
2026-02-19,411.7099914550781
2026-02-20,411.82000732421875
2026-02-23,399.8299865722656
2026-02-24,409.3800048828125
2026-02-25,417.3999938964844
2026-02-26,408.5799865722656
2026-02-27,402.510009765625
2026-03-02,403.32000732421875
2026-03-03,392.42999267578125
2026-03-04,405.94000244140625
2026-03-05,405.54998779296875
2026-03-06,396.7300109863281
2026-03-09,398.67999267578125
2026-03-10,399.239990234375
2026-03-11,407.82000732421875
2026-03-12,395.010009765625
2026-03-13,391.20001220703125
2026-03-16,395.55999755859375
2026-03-17,399.2699890136719
2026-03-18,392.7799987792969
2026-03-19,380.29998779296875
2026-03-20,367.9599914550781
2026-03-23,380.8500061035156
2026-03-24,383.0299987792969
2026-03-25,385.95001220703125
2026-03-26,372.1099853515625
2026-03-27,361.8299865722656
2026-03-30,355.2799987792969
2026-03-31,371.75
2026-04-01,381.260009765625
2026-04-02,360.5899963378906
2026-04-06,352.82000732421875
2026-04-07,346.6499938964844
2026-04-08,343.25
2026-04-09,345.6199951171875
2026-04-10,348.95001220703125
2026-04-13,352.4200134277344
2026-04-14,364.20001220703125
2026-04-15,391.95001220703125
2026-04-16,388.8999938964844
2026-04-17,400.6199951171875
2026-04-20,392.5
2026-04-21,386.4200134277344
2026-04-22,387.510009765625
2026-04-23,373.7200012207031
2026-04-24,376.29998779296875
2026-04-27,378.6700134277344
2026-04-28,376.0199890136719
2026-04-29,372.79998779296875
2026-04-30,381.6300048828125
2026-05-01,390.82000732421875
2026-05-04,392.510009765625
2026-05-05,389.3699951171875
2026-05-06,398.7300109863281
2026-05-07,411.7900085449219
2026-05-08,428.3500061035156
2026-05-11,445.0
2026-05-12,433.45001220703125
2026-05-13,445.2699890136719
2026-05-14,443.29998779296875
2026-05-15,422.239990234375
2026-05-18,409.989990234375
2026-05-19,404.1099853515625
2026-05-20,417.260009765625
2026-05-21,417.8500061035156
2026-05-22,426.010009765625
2026-05-26,433.5899963378906
2026-05-27,440.3599853515625
2026-05-28,442.1000061035156
2026-05-29,435.7900085449219
2026-06-01,415.8800048828125
2026-06-02,423.739990234375
2026-06-03,423.70001220703125
2026-06-04,418.45001220703125
2026-06-05,391.0
2026-06-08,408.95001220703125
2026-06-09,396.67999267578125
2026-06-10,381.5899963378906
2026-06-11,399.1499938964844
2026-06-12,406.42999267578125
2026-06-15,411.1499938964844
2026-06-16,404.6600036621094
2026-06-17,396.3800048828125
2026-06-18,400.489990234375
2026-06-22,405.04998779296875
2026-06-23,381.6099853515625
2026-06-24,375.5299987792969
2026-06-25,375.1199951171875
2026-06-26,379.7099914550781
2026-06-29,411.8399963378906
2026-06-30,420.6000061035156
2026-07-01,425.29998779296875
2026-07-02,393.45001220703125
2026-07-06,419.7699890136719
2026-07-07,402.8999938964844
2026-07-08,394.05999755859375
2026-07-09,406.54998779296875
2026-07-10,407.760009765625
2026-07-13,394.760009765625
2026-07-14,396.17999267578125
2026-07-15,394.4599914550781
2026-07-16,391.05999755859375
2026-07-17,380.8399963378906
2026-07-20,369.57000732421875
2026-07-21,378.92999267578125
2026-07-22,374.010009765625
2026-07-23,319.69000244140625
2026-07-24,313.0299987792969
2026-07-27,309.2200012207031
2026-07-28,307.44000244140625
2026-07-29,298.32000732421875
2026-07-30,308.8500061035156
2026-07-31,311.2099914550781
2026-08-03,322.0799865722656
2026-08-04,327.3500061035156
2026-08-05,321.54998779296875
2026-08-06,319.5299987792969
2026-08-07,328.5799865722656
2026-08-10,330.8800048828125
2026-08-11,332.80999755859375
2026-08-12,327.510009765625
2026-08-13,339.9599914550781
2026-08-14,342.2699890136719
2026-08-17,339.29998779296875
2026-08-18,336.8699951171875
2026-08-19,351.1199951171875
2026-08-20,345.1300048828125
2026-08-21,362.8599853515625
2026-08-24,348.95001220703125
2026-08-25,350.25
2026-08-26,345.82000732421875
2026-08-27,354.80999755859375
2026-08-28,348.75
2026-08-31,367.95001220703125
2026-09-01,356.0899963378906
2026-09-02,357.010009765625
2026-09-03,376.3699951171875
2026-09-04,354.0799865722656
