date,adj_close,volume
2025-02-24,130.08572387695312,251381100
2025-02-25,126.44115447998047,271428700
2025-02-26,131.084228515625,322553800
2025-02-27,119.9708251953125,443175800
2025-02-28,124.73370361328125,389091100
2025-03-03,113.88990020751953,411381400
2025-03-04,115.81702423095703,398163300
2025-03-05,117.12506866455078,284337900
2025-03-06,110.40510559082031,321181900
2025-03-07,112.52195739746094,341755500
2025-03-10,106.8204574584961,366487400
2025-03-11,108.5978012084961,354865700
2025-03-12,115.5780258178711,323857500
2025-03-13,115.41825103759766,299033100
2025-03-14,121.49972534179688,277593500
2025-03-17,119.36272430419922,255501500
2025-03-18,115.26846313476562,299686900
2025-03-19,117.35552978515625,273426200
2025-03-20,118.36412048339844,248829700
2025-03-21,117.5352783203125,266498500
2025-03-24,121.24009704589844,228452500
2025-03-25,120.5210952758789,167447200
2025-03-26,113.60079956054688,293463300
2025-03-27,111.27406311035156,236902100
2025-03-28,109.51652526855469,229872500
2025-03-31,108.22832489013672,299212700
2025-04-01,109.99585723876953,222614000
2025-04-02,110.26546478271484,220601200
2025-04-03,101.65754699707031,338769400
2025-04-04,94.17801666259766,532273800
2025-04-07,97.50335693359375,611041300
2025-04-08,96.16523742675781,476243400
2025-04-09,114.17000579833984,612918300
2025-04-10,107.4194564819336,437812400
2025-04-11,110.77476501464844,313417300
2025-04-14,110.55506896972656,264705000
2025-04-15,112.04297637939453,228966900
2025-04-16,104.3437728881836,397016900
2025-04-17,101.34796905517578,292517500
2025-04-21,96.77438354492188,288501100
2025-04-22,98.75160217285156,241004800
2025-04-23,102.5662612915039,247526000
2025-04-24,106.28105163574219,220815000
2025-04-25,110.85464477539062,251064700
2025-04-28,108.57784271240234,207708500
2025-04-29,108.86742401123047,170444300
2025-04-30,108.76756286621094,235044600
2025-05-01,111.45381164550781,236121500
2025-05-02,114.33976745605469,190194800
2025-05-05,113.66071319580078,133163200
2025-05-06,113.38111114501953,158525600
2025-05-07,116.89617919921875,206758800
2025-05-08,117.20574951171875,198428100
2025-05-09,116.48676300048828,132972200
2025-05-12,122.82786560058594,225023300
2025-05-13,129.7481689453125,330430100
2025-05-14,135.15060424804688,281180800
2025-05-15,134.64129638671875,226632600
2025-05-16,135.21051025390625,226542500
2025-05-19,135.3802947998047,193154600
2025-05-20,134.1919403076172,161514200
2025-05-21,131.6155548095703,270608700
2025-05-22,132.64410400390625,187344000
2025-05-23,131.1062469482422,198821300
2025-05-27,135.3103790283203,192953600
2025-05-28,134.62132263183594,304021100
2025-05-29,138.9951934814453,369241900
2025-05-30,134.94088745117188,333170900
2025-06-02,137.187744140625,197663100
2025-06-03,141.0223846435547,225578800
2025-06-04,141.72137451171875,167120800
2025-06-05,139.79408264160156,231397900
2025-06-06,141.52166748046875,153986200
2025-06-09,142.430419921875,185114500
2025-06-10,143.758544921875,155881900
2025-06-11,142.64002990722656,167694000
2025-06-12,144.80712890625,162365000
2025-06-13,141.78115844726562,180820600
2025-06-16,144.49754333496094,183133700
2025-06-17,143.92828369140625,139108000
2025-06-18,145.2864990234375,161494100
2025-06-20,143.65866088867188,242956200
2025-06-23,143.9782257080078,154308900
2025-06-24,147.70326232910156,187566100
2025-06-25,154.10475158691406,269146500
2025-06-26,154.81381225585938,198145700
2025-06-27,157.5401611328125,263234500
2025-06-30,157.7798614501953,194580300
2025-07-01,153.09609985351562,213143600
2025-07-02,157.0408477783203,171224100
2025-07-03,159.12806701660156,143716100
2025-07-07,158.02952575683594,140139000
2025-07-08,159.7871856689453,138133000
2025-07-09,162.66336059570312,183656400
2025-07-10,163.88172912597656,167704100
2025-07-11,164.70062255859375,193633300
2025-07-14,163.8517608642578,136975800
2025-07-15,170.4729461669922,230627400
2025-07-16,171.14205932617188,158831500
2025-07-17,172.7698974609375,160841100
2025-07-18,172.18067932128906,146456400
2025-07-21,171.15206909179688,123126100
2025-07-22,166.80783081054688,193114300
2025-07-23,170.55284118652344,154082200
2025-07-24,173.50892639160156,128984600
2025-07-25,173.26922607421875,122316800
2025-07-28,176.51490783691406,140023500
2025-07-29,175.27655029296875,154077500
2025-07-30,179.03155517578125,174312200
2025-07-31,177.6334228515625,221685400
2025-08-01,173.4889373779297,204529000
2025-08-04,179.7605743408203,148174600
2025-08-05,178.0229034423828,156407600
2025-08-06,179.18133544921875,137192300
2025-08-07,180.52955627441406,151878400
2025-08-08,182.4569854736328,123396700
2025-08-11,181.81784057617188,138323200
2025-08-12,182.9163818359375,145485700
2025-08-13,181.3484649658203,179871700
2025-08-14,181.77789306640625,129554000
2025-08-15,180.20999145507812,156602200
2025-08-18,181.7678985595703,132008000
2025-08-19,175.40638732910156,185229200
2025-08-20,175.1667022705078,215142700
2025-08-21,174.74725341796875,140040900
2025-08-22,177.7532501220703,172789400
2025-08-25,179.57083129882812,163012800
2025-08-26,181.52822875976562,168688200
2025-08-27,181.35845947265625,235518900
2025-08-28,179.93035888671875,281787800
2025-08-29,173.9483184814453,243257900
2025-09-02,170.55284118652344,231164900
2025-09-03,170.39306640625,164424900
2025-09-04,171.43167114257812,141670100
2025-09-05,166.7978515625,224441400
2025-09-08,168.0861358642578,163769100
2025-09-09,170.53286743164062,157548400
2025-09-10,177.09414672851562,226852000
2025-09-11,176.94432067871094,151159300
2025-09-12,177.59349060058594,124911000
2025-09-15,177.52357482910156,147061600
2025-09-16,174.65724182128906,140737800
2025-09-17,170.07308959960938,211843800
2025-09-18,176.01551818847656,191763300
2025-09-19,176.4449462890625,237182100
2025-09-22,183.37612915039062,269637000
2025-09-23,178.2027130126953,192559600
2025-09-24,176.74456787109375,143564100
2025-09-25,177.4636688232422,191586700
2025-09-26,177.96302795410156,148573700
2025-09-29,181.61837768554688,193063500
2025-09-30,186.3423309326172,236981000
2025-10-01,187.0015106201172,173844900
2025-10-02,188.64939880371094,136805800
2025-10-03,187.38099670410156,137596900
2025-10-06,185.30364990234375,157678100
2025-10-07,184.80429077148438,140088000
2025-10-08,188.86911010742188,130168900
2025-10-09,192.32470703125,182997200
2025-10-10,182.92669677734375,268774400
2025-10-13,188.0801239013672,153482800
2025-10-14,179.80067443847656,205641400
2025-10-15,179.60093688964844,214450500
2025-10-16,181.5784149169922,179723300
2025-10-17,182.9866180419922,173135200
2025-10-20,182.40736389160156,128544700
2025-10-21,180.9292449951172,124240200
2025-10-22,180.05035400390625,162249600
2025-10-23,181.92796325683594,111363700
2025-10-24,186.02272033691406,131296700
2025-10-27,191.24607849121094,153452700
2025-10-28,200.77394104003906,297986200
2025-10-29,206.77627563476562,308829600
2025-10-30,202.63156127929688,178864400
2025-10-31,202.23207092285156,179802200
2025-11-03,206.61647033691406,180267300
2025-11-04,198.43690490722656,188919300
2025-11-05,194.9613494873047,171350300
2025-11-06,187.84043884277344,223029800
2025-11-07,187.9103240966797,264942300
2025-11-10,198.7964630126953,198897100
2025-11-11,192.91395568847656,176483300
2025-11-12,193.55313110351562,154935300
2025-11-13,186.62197875976562,207423100
2025-11-14,189.92774963378906,186591900
2025-11-17,186.36231994628906,173628900
2025-11-18,181.1289825439453,213598900
2025-11-19,186.28240966796875,247246400
2025-11-20,180.40989685058594,343504800
2025-11-21,178.65213012695312,346926200
2025-11-24,182.3174591064453,256618300
2025-11-25,177.59349060058594,320600300
2025-11-26,180.03036499023438,183852000
2025-11-28,176.7745361328125,121332800
2025-12-01,179.69082641601562,188131000
2025-12-02,181.22886657714844,182632200
2025-12-03,179.36123657226562,165138000
2025-12-04,183.15660095214844,167364900
2025-12-05,182.1877899169922,143971100
2025-12-08,185.323974609375,204378100
2025-12-09,184.7446746826172,144719700
2025-12-10,183.55612182617188,162785400
2025-12-11,180.70957946777344,182136600
2025-12-12,174.80679321289062,204274900
2025-12-15,176.07522583007812,164775600
2025-12-16,177.5034942626953,148588100
2025-12-17,170.73175048828125,222775500
2025-12-18,173.9278564453125,176096000
2025-12-19,180.76953125,324925900
2025-12-22,183.4662322998047,129064400
2025-12-23,188.97952270507812,174873600
2025-12-24,188.38023376464844,65528500
2025-12-26,190.2978973388672,139740300
2025-12-29,187.99070739746094,120006100
2025-12-30,187.31153869628906,97687300
2025-12-31,186.27279663085938,120100500
2026-01-02,188.6199493408203,148240500
2026-01-05,187.89083862304688,183529700
2026-01-06,187.0119171142578,176862600
2026-01-07,188.87962341308594,153543200
2026-01-08,184.8145751953125,172457000
2026-01-09,184.63479614257812,131327500
2026-01-12,184.71470642089844,137968500
2026-01-13,185.58364868164062,160128900
2026-01-14,182.91690063476562,159586100
2026-01-15,186.82212829589844,206188600
2026-01-16,186.0031280517578,187967200
2026-01-20,177.85308837890625,223345300
2026-01-21,183.09669494628906,200381000
2026-01-22,184.6148223876953,139636600
2026-01-23,187.44137573242188,142748100
2026-01-26,186.2428436279297,124799600
2026-01-27,188.29034423828125,143711600
2026-01-28,191.28668212890625,148552700
2026-01-29,192.27548217773438,171764400
2026-01-30,190.8971710205078,179489500
2026-02-02,185.38388061523438,165794100
2026-02-03,180.12030029296875,204019600
2026-02-04,173.97781372070312,207014100
2026-02-05,171.67062377929688,206312900
2026-02-06,185.18414306640625,231346200
2026-02-09,189.80848693847656,196387400
2026-02-10,188.31031799316406,136764800
2026-02-11,189.81849670410156,144192700
2026-02-12,186.7122802734375,189932500
2026-02-13,182.58729553222656,161888000
2026-02-17,184.7446746826172,162276900
2026-02-18,187.75099182128906,164749100
2026-02-19,187.6710968017578,126554500
2026-02-20,189.58877563476562,178422300
2026-02-23,191.316650390625,171584800
2026-02-24,192.61508178710938,175123600
2026-02-25,195.32176208496094,250637100
2026-02-26,184.66476440429688,360807900
2026-02-27,176.97415161132812,311636500
2026-03-02,182.25770568847656,209095300
2026-03-03,179.83065795898438,178099400
2026-03-04,182.8170166015625,177731200
2026-03-05,183.11663818359375,198779700
2026-03-06,177.6033935546875,189021900
2026-03-09,182.427490234375,177213600
2026-03-10,184.54490661621094,179118500
2026-03-11,185.8134307861328,145280400
2026-03-12,182.9268035888672,155762700
2026-03-13,180.0401611328125,160988400
2026-03-16,183.0067138671875,217307400
2026-03-17,181.71820068359375,182497800
2026-03-18,180.1899871826172,156683100
2026-03-19,178.3521270751953,170968500
2026-03-20,172.4989471435547,241323500
2026-03-23,175.43553161621094,182836300
2026-03-24,174.99603271484375,147667800
2026-03-25,178.47198486328125,162602100
2026-03-26,171.04066467285156,186152200
2026-03-27,167.32498168945312,196212700
2026-03-30,164.97772216796875,185627000
2026-03-31,174.1969757080078,226181300
2026-04-01,175.54541015625,168132000
2026-04-02,177.18348693847656,143143200
2026-04-06,177.43319702148438,107564300
2026-04-07,177.89266967773438,132534900
2026-04-08,181.8680419921875,147732700
2026-04-09,183.69590759277344,116428500
2026-04-10,188.41041564941406,160459500
2026-04-13,189.08961486816406,133648200
2026-04-14,196.28123474121094,161307000
2026-04-15,198.63848876953125,185338400
2026-04-16,198.1190948486328,134012900
2026-04-17,201.44520568847656,160324400
2026-04-20,201.82476806640625,119381400
2026-04-21,199.64732360839844,107945300
2026-04-22,202.26426696777344,107501000
2026-04-23,199.4075927734375,113561800
2026-04-24,208.0275421142578,214134400
2026-04-27,216.3578338623047,187172400
2026-04-28,212.92184448242188,180275400
2026-04-29,209.00640869140625,123711800
2026-04-30,199.33767700195312,225239200
2026-05-01,198.21897888183594,128647000
2026-05-04,198.24893188476562,125368100
2026-05-05,196.271240234375,113406600
2026-05-06,207.5880584716797,188362800
2026-05-07,211.2537841796875,168307900
2026-05-08,214.94947814941406,136421400
2026-05-11,219.18453979492188,160685800
2026-05-12,220.52297973632812,159176600
2026-05-13,225.56710815429688,150405400
2026-05-14,235.465576171875,180782900
2026-05-15,225.05770874023438,180977600
2026-05-18,222.0612030029297,146280900
2026-05-19,220.35317993164062,140948200
2026-05-20,223.20985412597656,184201600
2026-05-21,219.25445556640625,203381800
2026-05-22,215.07933044433594,169275700
2026-05-26,214.60987854003906,187202600
2026-05-27,212.35250854492188,167601200
2026-05-28,214.00057983398438,143996000
2026-05-29,210.8942108154297,289410600
2026-06-01,224.09881591796875,212850700
2026-06-02,222.56060791015625,193362900
2026-06-03,214.5,160907000
2026-06-04,218.66000366210938,169022200
2026-06-05,205.10000610351562,219655500
2026-06-08,208.63999938964844,138372800
2026-06-09,208.19000244140625,180962500
2026-06-10,200.4199981689453,161746600
2026-06-11,204.8699951171875,158643200
2026-06-12,205.19000244140625,112001800
2026-06-15,212.4499969482422,149936700
2026-06-16,207.41000366210938,125694100
2026-06-17,204.64999389648438,128363500
2026-06-18,210.69000244140625,241272000
2026-06-22,208.64999389648438,122041400
2026-06-23,200.0399932861328,153496200
2026-06-24,199.0,151810700
2026-06-25,195.74000549316406,149550000
2026-06-26,192.52999877929688,179304100
2026-06-29,194.97000122070312,148835700
2026-06-30,200.08999633789062,166476700
2026-07-01,197.5800018310547,146147600
2026-07-02,194.8300018310547,142068700
2026-07-06,195.5500030517578,108999000
2026-07-07,196.92999267578125,124154600
2026-07-08,204.1199951171875,147419100
2026-07-09,202.77999877929688,132037400
2026-07-10,210.9600067138672,148421000
2026-07-13,203.52999877929688,121411000
2026-07-14,211.8000030517578,124379600
2026-07-15,212.5,124797200
2026-07-16,207.39999389648438,122986100
2026-07-17,202.80999755859375,144281900
2026-07-20,203.27999877929688,88701500
2026-07-21,207.2899932861328,108685600
2026-07-22,212.05999755859375,137645600
2026-07-23,208.75999450683594,110505300
2026-07-24,206.83999633789062,114836800
2026-07-27,196.50999450683594,154353700
2026-07-28,197.00999450683594,134111500
2026-07-29,190.00999450683594,147680800
2026-07-30,195.0399932861328,129010200
2026-07-31,200.75,139961200
2026-08-03,206.63999938964844,128406900
2026-08-04,211.94000244140625,134922000
2026-08-05,219.22000122070312,158187400
2026-08-06,218.99000549316406,113940600
2026-08-07,223.9600067138672,105669400
2026-08-10,217.5500030517578,115846600
2026-08-11,217.5,101273100
2026-08-12,224.08999633789062,108783600
2026-08-13,225.3000030517578,98867200
2026-08-14,225.16000366210938,75680900
2026-08-17,225.00999450683594,93678700
2026-08-18,219.74000549316406,103128200
2026-08-19,217.55999755859375,96797300
2026-08-20,216.85000610351562,92457000
2026-08-21,214.72000122070312,98869300
2026-08-24,208.47999572753906,135187300
2026-08-25,213.0500030517578,122309000
2026-08-26,209.66000366210938,179900000
2026-08-27,227.97999572753906,298909800
2026-08-28,217.5500030517578,195116400
2026-08-31,220.77999877929688,124702700
2026-09-01,217.44000244140625,109756200
2026-09-02,224.41000366210938,155979384
