date,ticker,open,high,low,close,adj_close,volume,dividends,splits,source
1981-01-08,AAPL,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10324231535196304,39827200,0.0,0.0,yahoo
1981-01-09,AAPL,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10878792405128479,21504000,0.0,0.0,yahoo
1981-01-12,AAPL,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.10793484002351761,23699200,0.0,0.0,yahoo
1981-01-13,AAPL,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.104095458984375,23049600,0.0,0.0,yahoo
1981-01-14,AAPL,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.10452204197645187,14291200,0.0,0.0,yahoo
1981-01-15,AAPL,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,0.106655053794384,14067200,0.0,0.0,yahoo
1981-01-16,AAPL,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10580188035964966,13395200,0.0,0.0,yahoo
1981-01-19,AAPL,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.11220070719718933,41574400,0.0,0.0,yahoo
1981-01-20,AAPL,0.14285700023174286,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10878792405128479,30083200,0.0,0.0,yahoo
1981-01-21,AAPL,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.11092094331979752,15904000,0.0,0.0,yahoo
1981-01-22,AAPL,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,0.11220070719718933,35548800,0.0,0.0,yahoo
1981-01-23,AAPL,0.14676299691200256,0.14732100069522858,0.14620499312877655,0.14620499312877655,0.11177413165569305,11222400,0.0,0.0,yahoo
1981-01-26,AAPL,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11006771773099899,24640000,0.0,0.0,yahoo
1981-01-27,AAPL,0.1439729928970337,0.1439729928970337,0.14285700023174286,0.14285700023174286,0.10921457409858704,23699200,0.0,0.0,yahoo
1981-01-28,AAPL,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10580188035964966,28156800,0.0,0.0,yahoo
1981-01-29,AAPL,0.13392899930477142,0.13392899930477142,0.1333709955215454,0.1333709955215454,0.10196249932050705,43904000,0.0,0.0,yahoo
1981-01-30,AAPL,0.12723200023174286,0.12723200023174286,0.12611599266529083,0.12611599266529083,0.09641601890325546,46188800,0.0,0.0,yahoo
1981-02-02,AAPL,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09087035059928894,23766400,0.0,0.0,yahoo
1981-02-03,AAPL,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.12332600355148315,0.09428305923938751,19152000,0.0,0.0,yahoo
1981-02-04,AAPL,0.12779000401496887,0.1283479928970337,0.12779000401496887,0.12779000401496887,0.09769583493471146,27865600,0.0,0.0,yahoo
1981-02-05,AAPL,0.12779000401496887,0.1289059966802597,0.12779000401496887,0.12779000401496887,0.09769583493471146,7929600,0.0,0.0,yahoo
1981-02-06,AAPL,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09812241792678833,13865600,0.0,0.0,yahoo
1981-02-09,AAPL,0.12276799976825714,0.12276799976825714,0.12165199965238571,0.12165199965238571,0.0930032953619957,16755200,0.0,0.0,yahoo
1981-02-10,AAPL,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.0930032953619957,18345600,0.0,0.0,yahoo
1981-02-11,AAPL,0.11830399930477142,0.11830399930477142,0.11774600297212601,0.11774600297212601,0.09001711755990982,13843200,0.0,0.0,yahoo
1981-02-12,AAPL,0.1171879991889,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08916318416595459,14560000,0.0,0.0,yahoo
1981-02-13,AAPL,0.11495500057935715,0.11495500057935715,0.11383900046348572,0.11383900046348572,0.08703026175498962,11155200,0.0,0.0,yahoo
1981-02-17,AAPL,0.11662899702787399,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08916318416595459,12275200,0.0,0.0,yahoo
1981-02-18,AAPL,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.12165199965238571,0.0930032953619957,19241600,0.0,0.0,yahoo
1981-02-19,AAPL,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.0874568372964859,22310400,0.0,0.0,yahoo
1981-02-20,AAPL,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08276433497667313,24371200,0.0,0.0,yahoo
1981-02-23,AAPL,0.10993299633264542,0.11049100011587143,0.10993299633264542,0.10993299633264542,0.08404408395290375,14112000,0.0,0.0,yahoo
1981-02-24,AAPL,0.10714299976825714,0.10714299976825714,0.10602699965238571,0.10602699965238571,0.08105796575546265,16979200,0.0,0.0,yahoo
1981-02-25,AAPL,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.0861770436167717,19488000,0.0,0.0,yahoo
1981-02-26,AAPL,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.0874568372964859,10841600,0.0,0.0,yahoo
1981-02-27,AAPL,0.11830399930477142,0.11941999942064285,0.11830399930477142,0.11830399930477142,0.09044373035430908,14761600,0.0,0.0,yahoo
1981-03-02,AAPL,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09087035059928894,11760000,0.0,0.0,yahoo
1981-03-03,AAPL,0.11774600297212601,0.11774600297212601,0.1171879991889,0.1171879991889,0.08959055691957474,16172800,0.0,0.0,yahoo
1981-03-04,AAPL,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08873661607503891,13708800,0.0,0.0,yahoo
1981-03-05,AAPL,0.11607100069522858,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08831001818180084,5376000,0.0,0.0,yahoo
1981-03-06,AAPL,0.11551299691200256,0.11551299691200256,0.11439699679613113,0.11439699679613113,0.0874568372964859,11603200,0.0,0.0,yahoo
1981-03-09,AAPL,0.10602699965238571,0.10602699965238571,0.1054690033197403,0.1054690033197403,0.0806313082575798,15321600,0.0,0.0,yahoo
1981-03-10,AAPL,0.10100399702787399,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07679121196269989,28380800,0.0,0.0,yahoo
1981-03-11,AAPL,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.09653999656438828,0.07380509376525879,29859200,0.0,0.0,yahoo
1981-03-12,AAPL,0.10044600069522858,0.10100399702787399,0.10044600069522858,0.10044600069522858,0.07679121196269989,59248000,0.0,0.0,yahoo
1981-03-13,AAPL,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.07593803852796555,231302400,0.0,0.0,yahoo
1981-03-16,AAPL,0.10323700308799744,0.10435300320386887,0.10323700308799744,0.10323700308799744,0.0789249837398529,37228800,0.0,0.0,yahoo
1981-03-17,AAPL,0.10825899988412857,0.109375,0.10825899988412857,0.10825899988412857,0.08276433497667313,43747200,0.0,0.0,yahoo
1981-03-18,AAPL,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08788342028856277,36937600,0.0,0.0,yahoo
1981-03-19,AAPL,0.11439699679613113,0.11439699679613113,0.11383900046348572,0.11383900046348572,0.08703026175498962,37811200,0.0,0.0,yahoo
1981-03-20,AAPL,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.11495500057935715,0.08788342028856277,14604800,0.0,0.0,yahoo
1981-03-23,AAPL,0.11941999942064285,0.12053599953651428,0.11941999942064285,0.11941999942064285,0.09129690378904343,22019200,0.0,0.0,yahoo
1981-03-24,AAPL,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09087035059928894,28156800,0.0,0.0,yahoo
1981-03-25,AAPL,0.11774600297212601,0.11774600297212601,0.11662899702787399,0.11662899702787399,0.08916318416595459,7056000,0.0,0.0,yahoo
1981-03-26,AAPL,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.11439699679613113,0.0874568372964859,12275200,0.0,0.0,yahoo
1981-03-27,AAPL,0.11104899644851685,0.11104899644851685,0.11049100011587143,0.11049100011587143,0.08447067439556122,12252800,0.0,0.0,yahoo
1981-03-30,AAPL,0.11049100011587143,0.11160700023174286,0.11049100011587143,0.11049100011587143,0.08447067439556122,9900800,0.0,0.0,yahoo
1981-03-31,AAPL,0.11049100011587143,0.11049100011587143,0.109375,0.109375,0.08361747115850449,15993600,0.0,0.0,yahoo
1981-04-01,AAPL,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.10825899988412857,0.08276433497667313,34070400,0.0,0.0,yahoo
1981-04-02,AAPL,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.11774600297212601,0.09001711755990982,31404800,0.0,0.0,yahoo
1981-04-03,AAPL,0.11830399930477142,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.09044373035430908,16486400,0.0,0.0,yahoo
1981-04-06,AAPL,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08873661607503891,22803200,0.0,0.0,yahoo
1981-04-07,AAPL,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08788342028856277,10684800,0.0,0.0,yahoo
1981-04-08,AAPL,0.12053599953651428,0.12165199965238571,0.12053599953651428,0.12053599953651428,0.09215010702610016,21952000,0.0,0.0,yahoo
1981-04-09,AAPL,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09385649114847183,12499200,0.0,0.0,yahoo
1981-04-10,AAPL,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09513624757528305,33465600,0.0,0.0,yahoo
1981-04-13,AAPL,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09513624757528305,16060800,0.0,0.0,yahoo
1981-04-14,AAPL,0.12444200366735458,0.125,0.12444200366735458,0.12444200366735458,0.09513624757528305,6652800,0.0,0.0,yahoo
1981-04-15,AAPL,0.11886200308799744,0.11886200308799744,0.11830399930477142,0.11830399930477142,0.09044373035430908,34048000,0.0,0.0,yahoo
1981-04-16,AAPL,0.11216499656438828,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08532388508319855,23878400,0.0,0.0,yahoo
1981-04-20,AAPL,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08788342028856277,35347200,0.0,0.0,yahoo
1981-04-21,AAPL,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09385649114847183,28537600,0.0,0.0,yahoo
1981-04-22,AAPL,0.12723200023174286,0.12779000401496887,0.12723200023174286,0.12723200023174286,0.09726917743682861,18995200,0.0,0.0,yahoo
1981-04-23,AAPL,0.13057999312877655,0.13113799691200256,0.13057999312877655,0.13057999312877655,0.09982877969741821,58016000,0.0,0.0,yahoo
1981-04-24,AAPL,0.13057999312877655,0.13057999312877655,0.12946400046348572,0.12946400046348572,0.09897556900978088,35056000,0.0,0.0,yahoo
1981-04-27,AAPL,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09812241792678833,38528000,0.0,0.0,yahoo
1981-04-28,AAPL,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09641601890325546,32188800,0.0,0.0,yahoo
1981-04-29,AAPL,0.125,0.125,0.12444200366735458,0.12444200366735458,0.09513624757528305,13641600,0.0,0.0,yahoo
1981-04-30,AAPL,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09684264659881592,12611200,0.0,0.0,yahoo
1981-05-01,AAPL,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09684264659881592,16553600,0.0,0.0,yahoo
1981-05-04,AAPL,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09641601890325546,14448000,0.0,0.0,yahoo
1981-05-05,AAPL,0.12611599266529083,0.12611599266529083,0.125558003783226,0.125558003783226,0.09598945081233978,17539200,0.0,0.0,yahoo
1981-05-06,AAPL,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.12221000343561172,0.09342991560697556,18950400,0.0,0.0,yahoo
1981-05-07,AAPL,0.12388399988412857,0.12444200366735458,0.12388399988412857,0.12388399988412857,0.09470967203378677,9363200,0.0,0.0,yahoo
1981-05-08,AAPL,0.125,0.125558003783226,0.125,0.125,0.09556285291910172,7907200,0.0,0.0,yahoo
1981-05-11,AAPL,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.12221000343561172,0.09342991560697556,11939200,0.0,0.0,yahoo
1981-05-12,AAPL,0.12221000343561172,0.12388399988412857,0.12221000343561172,0.12221000343561172,0.09342991560697556,4256000,0.0,0.0,yahoo
1981-05-13,AAPL,0.12221000343561172,0.12332600355148315,0.12165199965238571,0.12165199965238571,0.0930032953619957,4905600,0.0,0.0,yahoo
1981-05-14,AAPL,0.1210940033197403,0.1210940033197403,0.11997800320386887,0.11997800320386887,0.09172353148460388,4928000,0.0,0.0,yahoo
1981-05-15,AAPL,0.12276799976825714,0.12444200366735458,0.12276799976825714,0.12276799976825714,0.09385649114847183,4905600,0.0,0.0,yahoo
1981-05-18,AAPL,0.125,0.12611599266529083,0.125,0.125,0.09556285291910172,4166400,0.0,0.0,yahoo
1981-05-19,AAPL,0.12332600355148315,0.12332600355148315,0.12276799976825714,0.12276799976825714,0.09385649114847183,25424000,0.0,0.0,yahoo
1981-05-20,AAPL,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.12667399644851685,0.09684264659881592,13283200,0.0,0.0,yahoo
1981-05-21,AAPL,0.13392899930477142,0.13448700308799744,0.13392899930477142,0.13392899930477142,0.10238904505968094,32211200,0.0,0.0,yahoo
1981-05-22,AAPL,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,0.10708161443471909,31427200,0.0,0.0,yahoo
1981-05-26,AAPL,0.140066996216774,0.140066996216774,0.13950900733470917,0.13950900733470917,0.106655053794384,85344000,0.0,0.0,yahoo
1981-05-27,AAPL,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.14732100069522858,0.11262733489274979,149497600,0.0,0.0,yahoo
1981-05-28,AAPL,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.14732100069522858,0.11262733489274979,73987200,0.0,0.0,yahoo
1981-05-29,AAPL,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.11305387318134308,59382400,0.0,0.0,yahoo
1981-06-01,AAPL,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.11305387318134308,51251200,0.0,0.0,yahoo
1981-06-02,AAPL,0.141183003783226,0.141183003783226,0.140625,0.140625,0.10750816762447357,40432000,0.0,0.0,yahoo
1981-06-03,AAPL,0.140625,0.14174099266529083,0.140625,0.140625,0.10750816762447357,39446400,0.0,0.0,yahoo
1981-06-04,AAPL,0.14341500401496887,0.1439729928970337,0.14341500401496887,0.14341500401496887,0.10964115709066391,56067200,0.0,0.0,yahoo
1981-06-05,AAPL,0.14174099266529083,0.14174099266529083,0.141183003783226,0.141183003783226,0.10793484002351761,57680000,0.0,0.0,yahoo
1981-06-08,AAPL,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.104095458984375,93497600,0.0,0.0,yahoo
1981-06-09,AAPL,0.13895100355148315,0.13950900733470917,0.13895100355148315,0.13895100355148315,0.10622841864824295,119593600,0.0,0.0,yahoo
1981-06-10,AAPL,0.140625,0.14229899644851685,0.140625,0.140625,0.10750816762447357,25222400,0.0,0.0,yahoo
1981-06-11,AAPL,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.11220070719718933,38976000,0.0,0.0,yahoo
1981-06-12,AAPL,0.14564700424671173,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11092094331979752,25804800,0.0,0.0,yahoo
1981-06-15,AAPL,0.14508900046348572,0.14508900046348572,0.1445309966802597,0.1445309966802597,0.11049440503120422,143763200,0.0,0.0,yahoo
1981-06-16,AAPL,0.14229899644851685,0.14229899644851685,0.14174099266529083,0.14174099266529083,0.1083613857626915,37251200,0.0,0.0,yahoo
1981-06-17,AAPL,0.140066996216774,0.140066996216774,0.13950900733470917,0.13950900733470917,0.106655053794384,27574400,0.0,0.0,yahoo
1981-06-18,AAPL,0.13950900733470917,0.140066996216774,0.13895100355148315,0.13895100355148315,0.10622841864824295,23049600,0.0,0.0,yahoo
1981-06-19,AAPL,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10324231535196304,27507200,0.0,0.0,yahoo
1981-06-22,AAPL,0.13057999312877655,0.13057999312877655,0.13002200424671173,0.13002200424671173,0.09940219670534134,10841600,0.0,0.0,yahoo
1981-06-23,AAPL,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1322540044784546,0.10110854357481003,15030400,0.0,0.0,yahoo
1981-06-24,AAPL,0.13002200424671173,0.13002200424671173,0.1289059966802597,0.1289059966802597,0.0985490009188652,23027200,0.0,0.0,yahoo
1981-06-25,AAPL,0.13169600069522858,0.1322540044784546,0.13169600069522858,0.13169600069522858,0.10068196803331375,24259200,0.0,0.0,yahoo
1981-06-26,AAPL,0.13113799691200256,0.13113799691200256,0.13002200424671173,0.13002200424671173,0.09940219670534134,23788800,0.0,0.0,yahoo
1981-06-29,AAPL,0.12667399644851685,0.12667399644851685,0.125558003783226,0.125558003783226,0.09598945081233978,10595200,0.0,0.0,yahoo
1981-06-30,AAPL,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.11607100069522858,0.08873661607503891,35907200,0.0,0.0,yahoo
1981-07-01,AAPL,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08788342028856277,170464000,0.0,0.0,yahoo
1981-07-02,AAPL,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.11495500057935715,0.08788342028856277,30284800,0.0,0.0,yahoo
1981-07-06,AAPL,0.11216499656438828,0.11216499656438828,0.11104899644851685,0.11104899644851685,0.0848972275853157,16531200,0.0,0.0,yahoo
1981-07-07,AAPL,0.11216499656438828,0.1132809966802597,0.11216499656438828,0.11216499656438828,0.08575047552585602,15836800,0.0,0.0,yahoo
1981-07-08,AAPL,0.11662899702787399,0.1171879991889,0.11662899702787399,0.11662899702787399,0.08916318416595459,16620800,0.0,0.0,yahoo
1981-07-09,AAPL,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08233769237995148,32883200,0.0,0.0,yahoo
1981-07-10,AAPL,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.09933000057935715,0.07593803852796555,55171200,0.0,0.0,yahoo
1981-07-13,AAPL,0.1015629991889,0.10212100297212601,0.1015629991889,0.1015629991889,0.07764524221420288,45740800,0.0,0.0,yahoo
1981-07-14,AAPL,0.10602699965238571,0.10714299976825714,0.10602699965238571,0.10602699965238571,0.08105796575546265,19779200,0.0,0.0,yahoo
1981-07-15,AAPL,0.10881700366735458,0.109375,0.10881700366735458,0.10881700366735458,0.0831909254193306,10953600,0.0,0.0,yahoo
1981-07-16,AAPL,0.11160700023174286,0.11272300034761429,0.11160700023174286,0.11160700023174286,0.08532388508319855,15232000,0.0,0.0,yahoo
1981-07-17,AAPL,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08831001818180084,19824000,0.0,0.0,yahoo
1981-07-20,AAPL,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08233769237995148,23654400,0.0,0.0,yahoo
1981-07-21,AAPL,0.10770100355148315,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.08191109448671341,31942400,0.0,0.0,yahoo
1981-07-22,AAPL,0.10212100297212601,0.10212100297212601,0.10100399702787399,0.10100399702787399,0.07721782475709915,22668800,0.0,0.0,yahoo
1981-07-23,AAPL,0.10379499942064285,0.10435300320386887,0.10379499942064285,0.10379499942064285,0.07935155928134918,34451200,0.0,0.0,yahoo
1981-07-24,AAPL,0.10714299976825714,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.08191109448671341,28851200,0.0,0.0,yahoo
1981-07-27,AAPL,0.11160700023174286,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08532388508319855,17337600,0.0,0.0,yahoo
1981-07-28,AAPL,0.10825899988412857,0.10825899988412857,0.10770100355148315,0.10770100355148315,0.08233769237995148,22848000,0.0,0.0,yahoo
1981-07-29,AAPL,0.10658500343561172,0.10658500343561172,0.10602699965238571,0.10602699965238571,0.08105796575546265,15500800,0.0,0.0,yahoo
1981-07-30,AAPL,0.10993299633264542,0.11104899644851685,0.10993299633264542,0.10993299633264542,0.08404408395290375,9900800,0.0,0.0,yahoo
1981-07-31,AAPL,0.11160700023174286,0.11216499656438828,0.11160700023174286,0.11160700023174286,0.08532388508319855,10953600,0.0,0.0,yahoo
1981-08-03,AAPL,0.11160700023174286,0.11160700023174286,0.11049100011587143,0.11049100011587143,0.08447067439556122,12432000,0.0,0.0,yahoo
1981-08-04,AAPL,0.11216499656438828,0.11272300034761429,0.11216499656438828,0.11216499656438828,0.08575047552585602,31673600,0.0,0.0,yahoo
1981-08-05,AAPL,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08831001818180084,17494400,0.0,0.0,yahoo
1981-08-06,AAPL,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.0861770436167717,10528000,0.0,0.0,yahoo
1981-08-07,AAPL,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.0861770436167717,9206400,0.0,0.0,yahoo
1981-08-10,AAPL,0.11272300034761429,0.11272300034761429,0.11272300034761429,0.11272300034761429,0.0861770436167717,0,0.0,0.0,yahoo
1981-08-11,AAPL,0.11049100011587143,0.11049100011587143,0.109375,0.109375,0.08361747115850449,71456000,0.0,0.0,yahoo
1981-08-12,AAPL,0.10770100355148315,0.10770100355148315,0.10714299976825714,0.10714299976825714,0.08191109448671341,26275200,0.0,0.0,yahoo
1981-08-13,AAPL,0.10435300320386887,0.10435300320386887,0.10379499942064285,0.10379499942064285,0.07935155928134918,27484800,0.0,0.0,yahoo
1981-08-14,AAPL,0.10323700308799744,0.10323700308799744,0.10212100297212601,0.10212100297212601,0.07807179540395737,24192000,0.0,0.0,yahoo
1981-08-17,AAPL,0.09988799691200256,0.09988799691200256,0.09877199679613113,0.09877199679613113,0.07551146298646927,18905600,0.0,0.0,yahoo
1981-08-18,AAPL,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.09653999656438828,0.07380509376525879,17001600,0.0,0.0,yahoo
1981-08-19,AAPL,0.09653999656438828,0.09653999656438828,0.09542399644851685,0.09542399644851685,0.07295192778110504,20675200,0.0,0.0,yahoo
1981-08-20,AAPL,0.09653999656438828,0.09709800034761429,0.09653999656438828,0.09653999656438828,0.07380509376525879,17113600,0.0,0.0,yahoo
1981-08-21,AAPL,0.09096000343561172,0.09096000343561172,0.0898440033197403,0.0898440033197403,0.06868598610162735,41910400,0.0,0.0,yahoo
1981-08-24,AAPL,0.08482100069522858,0.08482100069522858,0.08426299691200256,0.08426299691200256,0.06441932171583176,23072000,0.0,0.0,yahoo
1981-08-25,AAPL,0.08649600297212601,0.08705399930477142,0.08649600297212601,0.08649600297212601,0.06612644344568253,40700800,0.0,0.0,yahoo
1981-08-26,AAPL,0.08537899702787399,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06484586745500565,33600000,0.0,0.0,yahoo
1981-08-27,AAPL,0.08537899702787399,0.0859379991889,0.08537899702787399,0.08537899702787399,0.06527245044708252,25916800,0.0,0.0,yahoo
1981-08-28,AAPL,0.0898440033197403,0.09040199965238571,0.0898440033197403,0.0898440033197403,0.06868598610162735,38035200,0.0,0.0,yahoo
1981-08-31,AAPL,0.0898440033197403,0.09040199965238571,0.0898440033197403,0.0898440033197403,0.06868598610162735,40947200,0.0,0.0,yahoo
1981-09-01,AAPL,0.09542399644851685,0.09598200023174286,0.09542399644851685,0.09542399644851685,0.07295192778110504,37027200,0.0,0.0,yahoo
1981-09-02,AAPL,0.09709800034761429,0.0976559966802597,0.09709800034761429,0.09709800034761429,0.07423166930675507,19376000,0.0,0.0,yahoo
1981-09-03,AAPL,0.09319200366735458,0.09319200366735458,0.09207600355148315,0.09207600355148315,0.07039234042167664,37475200,0.0,0.0,yahoo
1981-09-04,AAPL,0.09151799976825714,0.09151799976825714,0.09096000343561172,0.09096000343561172,0.06953917443752289,15254400,0.0,0.0,yahoo
1981-09-08,AAPL,0.08872800320386887,0.08872800320386887,0.08816999942064285,0.08816999942064285,0.06740621477365494,25446400,0.0,0.0,yahoo
1981-09-09,AAPL,0.08816999942064285,0.08872800320386887,0.08816999942064285,0.08816999942064285,0.06740621477365494,30531200,0.0,0.0,yahoo
1981-09-10,AAPL,0.08872800320386887,0.08928599953651428,0.08872800320386887,0.08872800320386887,0.0678328424692154,34809600,0.0,0.0,yahoo
1981-09-11,AAPL,0.08816999942064285,0.08816999942064285,0.08761200308799744,0.08761200308799744,0.06697961688041687,17539200,0.0,0.0,yahoo
1981-09-14,AAPL,0.08537899702787399,0.08537899702787399,0.08482100069522858,0.08482100069522858,0.06484586745500565,27686400,0.0,0.0,yahoo
